Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
IND-10906,2021-05-05,2021-05-09,Standard Class,Ritu Joshi,Consumer,Lucknow,Uttar Pradesh,Office Supplies,Storage,4529.04,4,0.3,865.42
IND-10907,2023-06-18,2023-06-22,First Class,Deepak Pandey,Corporate,Agra,Uttar Pradesh,Furniture,Bookcases,4360.47,6,0.2,457.6
IND-10908,2021-01-23,2021-01-25,Same Day,Manish Joshi,Corporate,Lucknow,Uttar Pradesh,Office Supplies,Binders,4444.51,2,0.1,1316.43
IND-10909,2022-01-24,2022-01-28,Same Day,Deepak Saxena,Corporate,Lucknow,Uttar Pradesh,Furniture,Chairs,3151.36,7,0.1,618.98
IND-10910,2023-01-21,2023-01-25,Standard Class,Priya Mehta,Corporate,Nashik,Maharashtra,Technology,Copiers,4058.2,4,0.2,1171.94
IND-10911,2021-08-14,2021-08-17,Standard Class,Deepak Yadav,Corporate,Nashik,Maharashtra,Technology,Machines,4756.32,6,0.0,1504.19
IND-10912,2023-05-22,2023-05-25,Standard Class,Vikas Iyer,Corporate,Nashik,Maharashtra,Technology,Machines,4273.75,7,0.0,1350.21
IND-10913,2022-07-18,2022-07-22,First Class,Amit Saxena,Consumer,,Delhi,Technology,Machines,2172.2,1,0.0,709.1
IND-10914,2021-12-19,2021-12-20,Standard Class,Anjali Iyer,Home Office,Vadodara,Gujarat,Office Supplies,Storage,2502.68,5,0.1,812.18
IND-10915,2022-04-18,2022-04-21,Second Class,Kiran Mishra,Home Office,Noida,Uttar Pradesh,Office Supplies,Labels,737.87,5,0.2,25.44
IND-10916,21/11/2022,2022-11-22,Second Class,Nitin Saxena,Corporate,Agra,Uttar Pradesh,Office Supplies,Labels,316.82,4,0.2,41.12
IND-10917,2023-04-03,2023-04-07,Standard Class,Ankit Chauhan,Home Office,Bhopal,Madhya Pradesh,Technology,Copiers,4912.69,1,0.4,50.83
IND-10918,2021-01-17,2021-01-21,First Class,Pooja Mishra,Consumer,Kanpur,Uttar Pradesh,Furniture,Tables,3261.97,3,0.2,658.1
IND-10919,2022-03-02,2022-03-05,Standard Class,Pooja Jain,Home Office,Indore,Madhya Pradesh,Technology,Accessories,4697.12,5,0.4,-246.09
IND-10920,2022-04-26,2022-04-27,Second Class,Vivek Agarwal,Corporate,Howrah,West Bengal,FURNITURE,Furnishings,943.42,1,0.0,325.18
IND-10921,2022-01-11,2022-01-15,Standard Class,Rohit Sharma,Corporate,Noida,Uttar Pradesh,Office Supplies,Binders,4319.24,9,0.4,573.47
IND-10922,2022-09-20,2022-09-24,Standard Class,Ankit Mishra,Consumer,,Madhya Pradesh,Office Supplies,Art,550.36,4,0.4,81.67
IND-10923,2021-10-27,2021-10-30,Same Day,Arjun Singh,Corporate,New Delhi,Delhi,Technology,Phones,2007.41,6,0.1,620.96
IND-10924,2022-03-19,2022-03-20,Second Class,Amit Verma,Corporate,Pune,Maharashtra,Furniture,Bookcases,4224.87,2,0.3,962.42
IND-10925,2022-10-22,2022-10-24,First Class,Ankit Patel,Corporate,Pune,  maharashtra  ,Office Supplies,Labels,4348.68,3,0.2,989.12
IND-10926,2023-02-26,2023-03-01,First Class,Neha Iyer,Home Office,Kolkata,West Bengal,Technology,Machines,1785.02,7,0.2,118.62
IND-10927,2022-12-24,2022-12-27,Second Class,Pooja Sharma,Home Office,Bengaluru,  karnataka  ,Technology,Copiers,429.2,5,0.4,69.46
IND-10928,2022-03-18,2022-03-22,First Class,Kavita Yadav,Home Office,Pune,Maharashtra,Office Supplies,Binders,1371.94,4,0.0,347.01
IND-10929,01/01/2021,2021-01-04,Same Day,Vikas Gupta,Corporate,New Delhi,Delhi,Technology,Accessories,4425.7,6,0.2,726.56
IND-10930,2022-06-09,2022-06-11,Standard Class,Amit Gupta,Home Office,Kolkata,West Bengal,Furniture,Tables,3300.5,9,0.0,370.91
IND-10931,2021-02-15,2021-02-16,Same Day,Rahul Pandey,Home Office,Kolkata,West Bengal,Furniture,Tables,4064.93,9,0.2,67.08
IND-10932,2021-10-05,2021-10-09,First Class,Manish Joshi,Home Office,Jaipur,Rajasthan,Furniture,Furnishings,4537.34,6,0.4,-427.61
IND-10933,2023-02-24,2023-02-26,First Class,Ankit Mishra,Consumer,Howrah,West Bengal,Office Supplies,Labels,608.99,1,0.1,84.18
IND-10934,2021-06-24,2021-06-25,Standard Class,Manish Pandey,Corporate,New Delhi,Delhi,Office Supplies,Art,3480.6,9,0.4,276.26
IND-10935,2022-04-21,2022-04-23,First Class,Priya Iyer,Consumer,Udaipur,Rajasthan,Furniture,Furnishings,2858.81,2,0.4,259.71
IND-10936,2022-04-12,2022-04-15,Same Day,Neha Saxena,Corporate,Nashik,Maharashtra,Furniture,Furnishings,802.33,5,0.0,165.72
IND-10937,2021-09-29,2021-10-02,Same Day,Manish Sharma,Corporate,Kolkata,West Bengal,Furniture,Tables,1707.95,7,0.4,200.1
IND-10938,2021-12-29,2022-01-01,Standard Class,Priya Singh,Corporate,Howrah,West Bengal,Office Supplies,Binders,2197.81,8,0.4,8.19
IND-10939,2021-09-08,2021-09-12,Same Day,Sunita Agarwal,Home Office,Kolkata,West Bengal,Office Supplies,Art,1012.3,3,0.2,215.91
IND-10940,2022-02-08,2022-02-10,Standard Class,Ritu Sharma,Corporate,Jaipur,Rajasthan,Furniture,Bookcases,3307.78,6,0.1,1082.04
IND-10941,2022-12-16,2022-12-19,Same Day,Amit Jain,Corporate,Indore,Madhya Pradesh,Office Supplies,Paper,3177.91,5,0.4,402.85
IND-10942,2022-05-07,2022-05-10,Standard Class,Pooja Agarwal,Corporate,Madurai,Tamil Nadu,Technology,Phones,1685.63,5,0.1,144.1
IND-10943,2022-08-25,2022-08-26,Same Day,Ritu Tiwari,Corporate,Coimbatore,Tamil Nadu,Office Supplies,Labels,2958.5,9,0.2,154.29
IND-10944,2023-04-13,2023-04-17,Standard Class,Kiran Jain,Corporate,Pune,Maharashtra,Furniture,Bookcases,3889.3,8,0.2,430.05
IND-10945,2022-08-24,2022-08-27,Second Class,Kiran Kapoor,Home Office,Vadodara,Gujarat,Office Supplies,Paper,"2,335.23",5,0.3,395.49
IND-10946,2022-06-29,2022-07-01,First Class,Deepak Jain,Consumer,Howrah,  west bengal  ,Office Supplies,Storage,1250.87,3,0.2,145.39
IND-10947,2022-07-06,2022-07-07,Second Class,Rahul Tiwari,Corporate,Jaipur,Rajasthan,Technology,Phones,1100.32,5,0.4,27.0
IND-10948,2022-11-20,2022-11-22,First Class,Sunita Bansal,Corporate,Pune,Maharashtra,Furniture,Furnishings,214.94,8,0.2,46.34
IND-10949,2022-02-26,2022-02-27,Second Class,Manish Gupta,Corporate,Bhopal,Madhya Pradesh,Furniture,Chairs,3699.46,4,0.4,-25.57
IND-10950,2022-09-27,2022-09-30,First Class,Suresh Singh,Home Office,Mangalore,Karnataka,Technology,Copiers,1346.87,5,0.1,260.52
IND-10951,2021-02-09,2021-02-12,Standard Class,Rahul Gupta,Corporate,Vadodara,Gujarat,Office Supplies,Paper,1325.96,7,0.2,200.94
IND-10952,2022-06-24,2022-06-27,First Class,Sneha Jain,Consumer,Ahmedabad,Gujarat,Technology,Machines,1191.36,7,0.0,385.07
IND-10953,2022-03-12,2022-03-15,Second Class,Sunita Tiwari,Consumer,New Delhi,Delhi,Office Supplies,Paper,3397.52,7,0.0,377.73
IND-10954,2023-01-24,2023-01-28,First Class,Neha Bansal,Consumer,Kolkata,West Bengal,Furniture,Bookcases,2193.39,4,0.0,471.2
IND-10955,2023-01-23,2023-01-26,First Class,Amit Sharma,Corporate,Nagpur,Maharashtra,Office Supplies,Paper,3528.29,8,0.1,234.54
IND-10956,2023-02-10,2023-02-13,Second Class,Kiran Joshi,Corporate,Howrah,West Bengal,Office Supplies,Storage,3631.23,2,0.3,602.38
IND-10957,2022-05-18,2022-05-19,Same Day,Kiran Tiwari,Home Office,Madurai,Tamil Nadu,Technology,Copiers,2699.2,8,0.1,755.48
IND-10958,2021-07-29,2021-08-02,Same Day,Kavita Saxena,Consumer,Kolkata,West Bengal,Furniture,Chairs,2847.86,7,0.1,728.65
IND-10959,2022-11-28,2022-11-30,Same Day,Manish Chauhan,Corporate,Kolkata,West Bengal,Office Supplies,Binders,2628.3,2,0.4,413.39
IND-10960,2022-10-04,2022-10-08,Same Day,Nitin Kumar,Corporate,Noida,Uttar Pradesh,Office Supplies,Paper,4396.98,7,N/A,16.92
IND-10961,10/05/2022,2022-05-12,Second Class,Anjali Mishra,Corporate,Indore,Madhya Pradesh,Technology,Accessories,2549.42,7,0.2,590.9
IND-10962,2023-04-15,2023-04-17,Second Class,Kiran Singh,Consumer,Lucknow,Uttar Pradesh,Office Supplies,Art,486.09,4,0.4,65.89
IND-10963,2021-08-31,2021-09-01,Second Class,Vikas Agarwal,Corporate,Howrah,West Bengal,Furniture,Bookcases,1124.11,9,0.2,278.54
IND-10964,2021-01-31,2021-02-01,First Class,Vivek Chauhan,Corporate,Indore,Madhya Pradesh,Office Supplies,Storage,3894.56,6,0.3,772.65
IND-10965,2021-11-26,2021-11-29,First Class,Manish Pandey,Corporate,Kanpur,Uttar Pradesh,Office Supplies,Paper,1614.47,9,0.2,32.52
IND-10966,04/08/2021,2021-08-06,First Class,Amit Kapoor,Corporate,Ahmedabad,Gujarat,Technology,Copiers,770.29,8,0.3,71.91
IND-10967,2023-01-23,2023-01-24,First Class,,Home Office,Bengaluru,Karnataka,Office Supplies,Binders,4401.9,9,0.0,603.97
IND-10968,2023-04-17,2023-04-21,Same Day,Deepak Agarwal,Corporate,Mysuru,Karnataka,Office Supplies,Binders,1644.63,8,0.4,83.31
IND-10969,29/10/2021,2021-10-30,First Class,Vivek Patel,Corporate,Bhopal,Madhya Pradesh,OFFICE SUPPLIES,Storage,2042.27,8,0.3,431.3
IND-10970,2023-03-24,2023-03-27,First Class,Nitin Yadav,Consumer,Udaipur,Rajasthan,Furniture,Tables,2578.35,4,0.4,30.8
IND-10971,2022-09-05,2022-09-06,Second Class,Ankit Bansal,Home Office,Chennai,Tamil Nadu,Furniture,Tables,4585.75,9,0.4,-438.98
IND-10972,2021-03-22,2021-03-25,Standard Class,Manish Joshi,Corporate,Udaipur,Rajasthan,Office Supplies,Art,4054.68,9,0.1,716.03
IND-10973,2021-03-11,2021-03-14,First Class,Rahul Gupta,Corporate,Indore,Madhya Pradesh,Furniture,Chairs,2845.79,1,0.1,958.69
IND-10974,2022-11-24,2022-11-26,Second Class,Vikas Kapoor,Home Office,Ahmedabad,Gujarat,Office Supplies,Paper,4406.97,4,0.0,1217.26
IND-10975,2022-11-11,2022-11-12,Second Class,Kiran Chauhan,Corporate,Mysuru,Karnataka,Furniture,Bookcases,2907.41,9,0.2,187.37
IND-10976,2023-01-20,2023-01-21,Second Class,Sneha Sharma,Corporate,Nashik,Maharashtra,OFFICE SUPPLIES,Storage,4564.87,1,0.0,1538.16
IND-10977,2022-03-26,2022-03-27,Same Day,Pooja Iyer,Consumer,,Rajasthan,FURNITURE,Chairs,1248.42,3,0.3,-0.81
IND-10978,2021-08-07,2021-08-11,First Class,Sneha Gupta,Corporate,Ahmedabad,Gujarat,Furniture,Tables,1027.23,1,0.1,223.41
IND-10979,2021-12-19,2021-12-20,Same Day,Deepak Mehta,Corporate,Mumbai,Maharashtra,Office Supplies,Storage,4133.91,6,0.3,929.42
IND-10980,2023-03-27,2023-03-29,Second Class,Suresh Kumar,Corporate,New Delhi,Delhi,Furniture,Furnishings,723.02,9,0.3,12.05
IND-10981,2023-02-02,2023-02-06,Standard Class,Arjun Verma,Home Office,Kolkata,  west bengal  ,Technology,Phones,1872.77,2,0.3,-42.12
IND-10982,2022-10-02,2022-10-06,Same Day,Nitin Mehta,Corporate,Bengaluru,Karnataka,Technology,Machines,3993.55,7,0.1,472.72
IND-10983,2022-08-13,2022-08-16,Standard Class,Neha Singh,Corporate,Agra,Uttar Pradesh,Technology,Copiers,1841.61,8,0.4,-10.33
IND-10984,2022-04-05,2022-04-09,Second Class,Amit Chatterjee,Corporate,Madurai,Tamil Nadu,Furniture,Tables,4488.58,1,0.3,109.08
IND-10985,2021-10-23,2021-10-24,Standard Class,Ritu Pandey,Home Office,Mysuru,Karnataka,OFFICE SUPPLIES,Art,4079.62,8,0.1,414.18
IND-10986,2023-05-16,not available,Standard Class,Priya Singh,Corporate,Lucknow,  uttar pradesh  ,Office Supplies,Labels,4028.24,7,0.3,274.99
IND-10987,2023-03-17,2023-03-21,Second Class,Arjun Pandey,Corporate,Jaipur,Rajasthan,Furniture,Furnishings,258.97,5,0.0,84.77
IND-10988,2021-11-07,2021-11-08,Same Day,Sneha Chatterjee,Consumer,New Delhi,Delhi,Furniture,Chairs,4330.84,3,0.1,1098.19
IND-10989,2022-08-24,2022-08-25,Second Class,Amit Gupta,Corporate,Bhopal,Madhya Pradesh,Technology,Accessories,534.98,9,0.2,107.72
IND-10990,2022-02-27,2022-03-02,Standard Class,Ritu Patel,Consumer,Coimbatore,Tamil Nadu,Furniture,Chairs,"4,038.04",7,0.4,147.89
IND-10991,2021-05-02,2021-05-06,Same Day,,Consumer,Nashik,Maharashtra,Office Supplies,Paper,4315.69,4,0.0,1438.91
IND-10992,2021-11-04,2021-11-06,Standard Class,Sneha Bansal,Consumer,Indore,Madhya Pradesh,Office Supplies,Paper,2840.68,9,0.0,794.16
IND-10993,2022-04-22,2022-04-24,Same Day,Vikas Yadav,Home Office,Ahmedabad,Gujarat,Technology,Accessories,508.68,4,0.4,65.02
IND-10994,2023-05-01,2023-05-05,Standard Class,Neha Chatterjee,Consumer,Vadodara,Gujarat,Technology,Accessories,2064.31,3,0.1,533.18
IND-10995,2021-04-23,2021-04-27,Second Class,Kavita Pandey,Home Office,Udaipur,Rajasthan,Technology,Phones,408.62,4,0.2,83.64
IND-10996,2022-10-04,2022-10-07,First Class,Arjun Mishra,Consumer,Kolkata,West Bengal,Office Supplies,Paper,1271.65,3,0.1,199.4
IND-10997,2022-03-05,2022-03-09,Standard Class,Sunita Sharma,Corporate,Howrah,West Bengal,Office Supplies,Art,1144.63,9,0.3,202.03
IND-10998,2023-04-23,2023-04-24,Second Class,Kiran Yadav,Corporate,Nashik,Maharashtra,Office Supplies,Storage,4264.68,3,0.2,1194.32
IND-10999,2021-07-22,2021-07-24,Second Class,Rahul Agarwal,Corporate,Kanpur,Uttar Pradesh,TECHNOLOGY,Phones,2483.83,2,0.4,278.18
IND-11000,2022-07-15,2022-07-18,Same Day,Neha Saxena,Corporate,Ahmedabad,Gujarat,Furniture,Tables,3255.87,9,0.2,459.75
IND-11001,2021-12-27,2021-12-29,First Class,Vikas Tiwari,Home Office,Kolkata,West Bengal,Furniture,Tables,3370.27,8,0.2,327.15
IND-11002,2021-01-03,2021-01-04,Second Class,Suresh Jain,Home Office,Jaipur,Rajasthan,Furniture,Furnishings,2677.21,2,0.2,117.09
IND-11003,11/03/2023,2023-03-13,Same Day,Ritu Joshi,Home Office,Jaipur,Rajasthan,Furniture,Chairs,4356.9,8,0.0,1721.93
IND-11004,2021-06-09,2021-06-12,Second Class,,Consumer,Pune,Maharashtra,Office Supplies,Art,2135.82,3,0.0,556.53
IND-11005,2022-03-10,2022-03-13,Standard Class,Kavita Iyer,Consumer,Jaipur,Rajasthan,Technology,Copiers,3127.08,5,0.3,149.34
IND-11006,2022-06-12,2022-06-14,Second Class,Arjun Chauhan,Consumer,Nagpur,Maharashtra,Office Supplies,Labels,408.94,2,0.2,24.79
IND-11007,2022-11-17,2022-11-21,Second Class,Rohit Agarwal,Home Office,Jaipur,Rajasthan,Office Supplies,Labels,1613.71,9,0.2,121.43
IND-11008,2023-02-01,2023-02-03,First Class,Sunita Singh,Corporate,Mangalore,Karnataka,Office Supplies,Art,740.84,7,0.3,121.76
IND-11009,2022-05-21,2022-05-23,Second Class,Sunita Singh,Consumer,New Delhi,Delhi,Furniture,Tables,361.52,9,0.0,90.45
IND-11010,2022-08-20,2022-08-23,Same Day,Deepak Mishra,Consumer,Ahmedabad,Gujarat,Office Supplies,Art,1509.51,6,0.2,396.73
IND-11011,2022-10-25,2022-10-27,Second Class,Arjun Chauhan,Home Office,Ahmedabad,Gujarat,Office Supplies,Art,3157.08,2,0.4,44.5
IND-11012,2022-06-28,2022-06-29,Second Class,Sneha Jain,Home Office,,Tamil Nadu,Office Supplies,Paper,3797.96,3,0.2,647.94
IND-11013,2022-04-01,2022-04-03,First Class,Vivek Mehta,Consumer,,Madhya Pradesh,Furniture,Tables,721.1,5,0.1,67.95
IND-11014,2021-10-26,2021-10-28,Standard Class,Manish Yadav,Corporate,Kolkata,West Bengal,Furniture,Bookcases,1161.65,8,0.3,28.1
IND-11015,22/04/2023,2023-04-24,Second Class,Anjali Mehta,Corporate,,Madhya Pradesh,Office Supplies,Labels,4162.89,3,0.1,788.43
IND-11016,2023-05-10,2023-05-12,Standard Class,Rohit Chatterjee,Corporate,Lucknow,Uttar Pradesh,Technology,Phones,1066.09,1,0.3,170.73
IND-11017,2021-12-24,2021-12-25,Second Class,Pooja Saxena,Home Office,Bhopal,Madhya Pradesh,Technology,Machines,4545.24,2,0.2,1354.57
IND-11018,2021-11-11,2021-11-13,First Class,Vikas Mishra,Home Office,Surat,Gujarat,Furniture,Bookcases,567.57,4,0.0,83.05
IND-11019,2023-04-21,2023-04-24,Second Class,Nitin Chauhan,Corporate,Vadodara,Gujarat,Office Supplies,Binders,1738.75,5,0.0,591.17
IND-11020,2022-02-27,2022-03-01,Second Class,Rahul Gupta,Home Office,New Delhi,Delhi,Technology,Phones,760.65,5,0.2,82.29
IND-11021,2021-06-27,2021-06-29,Same Day,Kavita Mehta,Consumer,Howrah,  west bengal  ,Technology,Accessories,4984.04,4,N/A,1390.26
IND-11022,2023-01-21,2023-01-23,Second Class,Kiran Yadav,Home Office,Mangalore,Karnataka,Technology,Copiers,3332.27,1,0.3,60.81
IND-11023,2022-01-20,2022-01-21,Same Day,Ankit Bansal,Home Office,Bengaluru,Karnataka,Furniture,Bookcases,1309.19,5,0.0,331.42
IND-11024,11/03/2023,2023-03-12,First Class,Suresh Sharma,Home Office,Howrah,West Bengal,Furniture,Chairs,2391.18,8,0.2,113.11
IND-11025,2023-03-03,2023-03-05,Second Class,Ankit Agarwal,Corporate,Ahmedabad,Gujarat,Furniture,Chairs,587.26,6,N/A,140.33
IND-11026,2022-09-01,2022-09-03,First Class,Kavita Patel,Consumer,Pune,Maharashtra,Office Supplies,Paper,1548.1,6,0.1,441.49
IND-11027,2021-01-08,2021-01-09,Second Class,Ankit Agarwal,Corporate,Jaipur,Rajasthan,Office Supplies,Storage,1034.93,4,0.4,-68.15
IND-11028,2021-09-14,2021-09-17,Second Class,Priya Tiwari,Consumer,Mangalore,Karnataka,OFFICE SUPPLIES,Labels,525.5,6,0.1,53.12
IND-11029,2021-11-12,2021-11-16,Standard Class,Vivek Bansal,Home Office,Indore,Madhya Pradesh,Technology,Machines,1624.16,2,0.4,199.75
IND-11030,2021-06-08,2021-06-10,Second Class,Kavita Chauhan,Corporate,Nagpur,Maharashtra,Technology,Phones,2736.28,3,0.3,406.49
IND-11031,2022-04-29,2022-05-01,Same Day,Neha Chauhan,Consumer,Lucknow,Uttar Pradesh,Furniture,Tables,649.99,9,0.2,179.92
IND-11032,2021-09-08,2021-09-11,First Class,Sneha Chauhan,Home Office,Mangalore,Karnataka,Office Supplies,Binders,4703.18,5,0.4,-10.73
IND-11033,09/02/2022,2022-02-11,First Class,Anjali Chauhan,Home Office,Mysuru,Karnataka,Office Supplies,Binders,1244.18,9,0.0,455.84
IND-11034,12/07/2021,2021-07-16,Standard Class,Sneha Kapoor,Corporate,Bhopal,Madhya Pradesh,Technology,Copiers,3614.18,4,0.2,946.27
IND-11035,2023-04-08,2023-04-11,Same Day,Neha Singh,Consumer,Vadodara,Gujarat,TECHNOLOGY,Copiers,2755.0,7,0.1,462.81
IND-11036,2023-01-15,2023-01-18,Same Day,Rahul Verma,Home Office,New Delhi,Delhi,Technology,Accessories,1264.68,4,0.2,312.55
IND-11037,2022-05-18,2022-05-20,Standard Class,Ankit Joshi,Consumer,New Delhi,Delhi,Office Supplies,Labels,4645.22,8,0.2,457.5
IND-11038,2023-02-10,2023-02-14,Standard Class,Pooja Verma,Consumer,Mangalore,Karnataka,Office Supplies,Labels,4364.29,3,0.1,1158.27
IND-11039,2021-07-18,2021-07-20,Second Class,Rohit Kapoor,Home Office,Kanpur,Uttar Pradesh,Furniture,Furnishings,2668.88,7,0.0,975.85
IND-11040,2021-06-12,2021-06-16,Second Class,Kavita Agarwal,Home Office,Howrah,West Bengal,Office Supplies,Binders,4163.23,7,0.1,807.04
IND-11041,2023-05-31,2023-06-04,Second Class,Nitin Jain,Consumer,Jaipur,Rajasthan,Office Supplies,Storage,1537.96,5,0.2,122.4
IND-11042,2022-11-21,2022-11-22,Same Day,Vivek Bansal,Consumer,Indore,Madhya Pradesh,Technology,Phones,"4,208.59",8,0.1,833.4
IND-11043,2022-08-13,2022-08-14,First Class,Kiran Sharma,Home Office,Noida,Uttar Pradesh,Office Supplies,Storage,2973.58,5,0.1,634.05
IND-11044,2022-01-01,2022-01-04,Standard Class,Suresh Chatterjee,Corporate,Jaipur,Rajasthan,Furniture,Furnishings,2432.27,8,0.4,414.05
IND-11045,2021-09-04,2021-09-06,Standard Class,Sunita Bansal,Home Office,Ahmedabad,Gujarat,Office Supplies,Storage,3246.71,7,0.3,533.36
IND-11046,29/01/2021,2021-01-31,Same Day,Manish Pandey,Consumer,Udaipur,Rajasthan,Technology,Copiers,647.31,6,0.4,-41.36
IND-11047,2021-07-10,2021-07-11,Second Class,Vivek Pandey,Home Office,Kolkata,West Bengal,Technology,Copiers,228.32,1,0.3,17.74
IND-11048,2021-10-31,2021-11-01,Second Class,Kavita Sharma,Corporate,Chennai,Tamil Nadu,FURNITURE,Tables,2870.52,1,0.4,371.4
IND-11049,2021-05-29,2021-05-31,Same Day,Anjali Bansal,Corporate,New Delhi,Delhi,Furniture,Chairs,3531.93,6,0.1,784.96
IND-11050,2022-10-20,2022-10-22,Same Day,Anjali Mishra,Consumer,New Delhi,Delhi,Office Supplies,Storage,4705.57,5,N/A,20.62
IND-11051,2021-10-23,2021-10-26,Second Class,Arjun Sharma,Home Office,Nashik,Maharashtra,Technology,Copiers,"1,626.14",9,0.0,282.3
IND-11052,2021-12-05,2021-12-09,First Class,Nitin Iyer,Consumer,Jaipur,Rajasthan,Furniture,Bookcases,2982.0,1,0.3,110.1
IND-11053,2022-04-25,2022-04-26,First Class,Priya Iyer,Consumer,Ahmedabad,Gujarat,Technology,Copiers,4295.84,6,0.0,539.73
IND-11054,2021-03-29,2021-04-01,First Class,Ankit Patel,Consumer,Surat,Gujarat,Technology,Copiers,2420.48,8,0.3,533.46
IND-11055,2022-06-11,2022-06-13,Second Class,Arjun Yadav,Consumer,Nashik,Maharashtra,Technology,Copiers,2655.69,2,0.0,330.22
IND-11056,2022-06-13,2022-06-15,First Class,Kavita Mehta,Home Office,Ahmedabad,Gujarat,Office Supplies,Labels,3211.2,8,0.2,280.75
IND-11057,2021-05-26,2021-05-27,First Class,Suresh Chatterjee,Home Office,Lucknow,Uttar Pradesh,Technology,Copiers,3707.72,4,0.3,725.49
IND-11058,2021-05-16,2021-05-18,Same Day,Amit Agarwal,Corporate,Howrah,West Bengal,Furniture,Bookcases,3642.19,7,0.1,1245.45
IND-11059,2021-11-14,2021-11-15,Second Class,Vivek Kapoor,Home Office,Noida,Uttar Pradesh,Furniture,Chairs,616.57,4,0.0,121.65
IND-11060,2021-11-24,2021-11-27,Standard Class,Vivek Mehta,Corporate,Jaipur,  rajasthan  ,Technology,Copiers,2616.74,9,0.4,-226.67
IND-11061,2021-08-31,2021-09-04,Same Day,Pooja Patel,Home Office,Pune,Maharashtra,Furniture,Furnishings,1473.64,3,0.2,309.67
IND-11062,2021-02-05,2021-02-09,Same Day,Neha Pandey,Home Office,Indore,Madhya Pradesh,Technology,Copiers,2859.91,8,0.2,24.99
IND-11063,2022-01-04,2022-01-06,Standard Class,Ankit Jain,Corporate,Bhopal,Madhya Pradesh,Furniture,Chairs,2407.51,4,0.3,-110.22
IND-11064,2022-03-25,2022-03-29,First Class,Ritu Kumar,Consumer,Mysuru,Karnataka,Office Supplies,Labels,2838.53,7,0.1,200.99
IND-11065,2022-02-10,2022-02-11,Same Day,Kiran Patel,Home Office,Pune,Maharashtra,Furniture,Bookcases,650.37,8,0.4,30.62
IND-11066,2023-05-12,2023-05-13,First Class,Amit Verma,Corporate,Lucknow,Uttar Pradesh,Technology,Copiers,768.14,9,0.1,101.58
IND-11067,2021-06-08,2021-06-12,Same Day,Manish Gupta,Home Office,New Delhi,Delhi,Furniture,Chairs,1058.81,4,0.0,172.63
IND-11068,2021-03-15,2021-03-16,Standard Class,Sunita Chatterjee,Consumer,Chennai,Tamil Nadu,Furniture,Tables,1004.46,6,0.2,209.4
IND-11069,2022-11-29,2022-11-30,Second Class,Priya Saxena,Home Office,Surat,Gujarat,Office Supplies,Storage,4116.38,5,0.0,437.82
IND-11070,2022-07-12,2022-07-16,Second Class,Vivek Yadav,Home Office,Mysuru,Karnataka,Office Supplies,Storage,2176.67,3,0.0,295.94
IND-11071,2023-05-31,2023-06-03,Standard Class,Suresh Joshi,Home Office,Nashik,Maharashtra,Technology,Machines,4930.46,4,0.1,690.17
IND-11072,2021-05-18,2021-05-22,Same Day,Deepak Mishra,Home Office,Ahmedabad,Gujarat,Furniture,Furnishings,3213.11,7,0.2,202.75
IND-11073,2022-10-04,2022-10-08,Second Class,Sunita Agarwal,Home Office,Mangalore,Karnataka,Office Supplies,Storage,2426.5,3,0.0,943.88
IND-11074,2021-01-17,2021-01-20,Second Class,Nitin Joshi,Consumer,Pune,  maharashtra  ,Office Supplies,Art,1605.75,5,0.1,215.42
IND-11075,2022-10-18,2022-10-22,Same Day,Vivek Singh,Consumer,Udaipur,Rajasthan,Technology,Machines,3157.53,5,0.2,622.09
IND-11076,2022-05-10,2022-05-14,Standard Class,Anjali Yadav,Corporate,Coimbatore,Tamil Nadu,Office Supplies,Binders,2013.96,5,0.2,429.22
IND-11077,2022-09-11,2022-09-13,Standard Class,Priya Gupta,Home Office,Mangalore,Karnataka,Office Supplies,Storage,1493.17,9,0.4,-12.55
IND-11078,07/08/2021,2021-08-09,Second Class,Manish Tiwari,Corporate,Agra,Uttar Pradesh,Furniture,Chairs,380.02,2,0.3,24.5
IND-11079,2022-09-26,not available,Second Class,Vivek Mehta,Consumer,Ahmedabad,Gujarat,Office Supplies,Labels,1143.78,8,0.2,307.76
IND-11080,2021-02-05,2021-02-06,Standard Class,Rahul Agarwal,Consumer,Kanpur,Uttar Pradesh,Office Supplies,Labels,828.32,9,0.3,169.66
IND-11081,2021-01-20,2021-01-21,Same Day,Sunita Tiwari,Consumer,Mumbai,Maharashtra,Office Supplies,Labels,3279.19,1,0.2,593.0
IND-11082,2021-03-11,2021-03-15,Second Class,Sunita Chauhan,Home Office,Jaipur,Rajasthan,Technology,Phones,2620.53,2,0.3,-85.72
IND-11083,2023-04-26,2023-04-28,First Class,Sneha Sharma,Consumer,,  delhi  ,Furniture,Bookcases,1770.54,3,0.1,288.54
IND-11084,2022-08-02,2022-08-06,Standard Class,Deepak Gupta,Consumer,Nashik,Maharashtra,Furniture,Furnishings,2428.8,4,0.0,939.59
IND-11085,2022-04-26,2022-04-27,Second Class,Priya Joshi,Consumer,New Delhi,Delhi,Office Supplies,Binders,1333.92,2,0.3,19.71
IND-11086,2023-01-15,2023-01-16,Second Class,Arjun Sharma,Consumer,Vadodara,Gujarat,Furniture,Furnishings,999.76,2,N/A,170.2
